family,domain,family_counts,taxid,lineage,lineage_ranks,lineage_taxids
Anaerosomataceae,Bacteria,2,2997384,cellular organisms;Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Anaerosomatales;Anaerosomataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;84998;2997383;2997384
Mangrovivirgaceae,Bacteria,2,2858885,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Mangrovivirgaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;2858885
Nanoarchaeaceae,Archaea,2,1890941,cellular organisms;Archaea;Nanobdellati;Nanobdellota;Candidatus Nanoarchaeia;Nanoarchaeales;Nanoarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783276;192989;2885752;1890940;1890941
Geochordaceae,Bacteria,2,3366852,cellular organisms;Bacteria;Bacillati;Bacillota;Limnochordia;Limnochordales;Geochordaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;1676648;1676649;3366852
Segniliparaceae,Bacteria,2,316606,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Segniliparaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85007;316606
Candidatus Hecatellaceae,Archaea,2,3072903,cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;Candidatus Hecatellales;Candidatus Hecatellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;928852;3037982;3072902;3072903
Candidatus Hepatincolaceae,Bacteria,2,1921003,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Candidatus Hepatincolaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204441;1921003
Natranaerovirgaceae,Bacteria,2,3258312,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Natranaerovirgaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3085636;3258312
Candidatus Bathyanammoxibiaceae,Bacteria,2,2983801,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Candidatus Brocadiia;Candidatus Brocadiales;Candidatus Bathyanammoxibiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;203682;2517206;1127829;2983801
Candidatus Brachytrichaceae,Bacteria,2,3140588,cellular organisms;Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineae incertae sedis;Candidatus Brachytrichaceae,cellular root;domain;kingdom;phylum;class;no rank;family,131567;2;1783272;200795;292625;3140587;3140588
Pasteuriaceae,Bacteria,2,538998,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Pasteuriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;91061;1385;538998
Dermocarpellaceae,Bacteria,2,1890498,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Pleurocapsales;Dermocarpellaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;52604;1890498
Pelobacteraceae,Bacteria,2,3024405,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Pelobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031651;69541;3024405
Desulfuribacillaceae,Bacteria,2,2963099,cellular organisms;Bacteria;Bacillati;Bacillota;Desulfuribacillia;Desulfuribacillales;Desulfuribacillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;2963097;2963098;2963099
Temperatibacteraceae,Bacteria,2,1549128,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Temperatibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;362534;1549128
Candidatus Seribacteraceae,Bacteria,2,3381754,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Opitutales;Candidatus Seribacteraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;74201;414999;415000;3381754
Saeziaceae,Bacteria,2,3389920,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Saeziaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;80840;3389920
Candidatus Magnetaquicoccaceae,Bacteria,2,2614438,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Magnetococcia;Magnetococcales;Candidatus Magnetaquicoccaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;3118669;1191478;2614438
Vampirovibrionaceae,Bacteria,2,3120754,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Candidatus Melainabacteria;Vampirovibriophyceae;Vampirovibrionales;Vampirovibrionaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1798710;3118680;2211217;3120754
Thermoanaerobacterales Family IV. Incertae Sedis,Bacteria,2,543372,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family IV. Incertae Sedis,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;68295;543372
Candidatus Methanoliparaceae,Archaea,2,2545690,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Candidatus Methanoliparia;Candidatus Methanoliparales;Candidatus Methanoliparaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;28890;2545688;2545689;2545690
Candidatus Magnetomoraceae,Bacteria,2,3031626,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Candidatus Magnetomoraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024418;213118;3031626
Atrimonadaceae,Bacteria,2,3149263,cellular organisms;Bacteria;Pseudomonadati;Atribacterota;Atribacteria;Atribacterales;Atrimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;67818;2847774;2847775;3149263
Candidatus Burarchaeaceae,Archaea,2,2885749,cellular organisms;Archaea;Nanobdellati;Candidatus Micrarchaeota;Candidatus Micrarchaeia;Candidatus Burarchaeales;Candidatus Burarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783276;1801631;2885733;2885748;2885749
Candidatus Caenarcanaceae,Bacteria,2,3133414,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Candidatus Melainabacteria;Vampirovibriophyceae;Candidatus Caenarcanales;Candidatus Caenarcanaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1798710;3118680;1906150;3133414
Candidatus Chazhemtobacteraceae,Bacteria,2,2715733,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Patescibacteria group;Microgenomates group;Microgenomates group incertae sedis;Candidatus Chazhemtobacteraceae,cellular root;domain;no rank;clade;clade;clade;no rank;family,131567;2;2323;1783234;1783273;1794810;2715732;2715733
Candidatus Comchoanobacteraceae,Bacteria,2,2975285,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Candidatus Comchoanobacterales;Candidatus Comchoanobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;2975284;2975285
Kallotenuaceae,Bacteria,2,1508536,cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Kallotenuales;Kallotenuaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;32061;1508535;1508536
Candidatus Anaeroferrophillacea,Bacteria,2,2844885,cellular organisms;Bacteria;delta/epsilon subdivisions;Deltaproteobacteria;Candidatus Anaeroferrophillalia;Candidatus Anaeroferrophillales;Candidatus Anaeroferrophillacea,cellular root;domain;clade;class;subclass;order;family,131567;2;68525;28221;2844874;2844882;2844885
Candidatus Asgardarchaeaceae,Archaea,2,3067290,cellular organisms;Archaea;Promethearchaeati;Promethearchaeati incertae sedis;Candidatus Asgardarchaeia (ex Tamarit et al. 2024);Candidatus Asgardarchaeales (ex Tamarit et al. 2024);Candidatus Asgardarchaeaceae,cellular root;domain;kingdom;no rank;class;order;family,131567;2157;1935183;2823876;3067288;3067289;3067290
Dissulfuribacteraceae,Bacteria,2,3031471,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Dissulfuribacteria;Dissulfuribacterales;Dissulfuribacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031452;3031453;3031471
Dissulfurirhabdaceae,Bacteria,2,2759950,cellular organisms;Bacteria;delta/epsilon subdivisions;Deltaproteobacteria;Deltaproteobacteria incertae sedis;Dissulfurirhabdaceae,cellular root;domain;clade;class;no rank;family,131567;2;68525;28221;45456;2759950
Thermosporotrichaceae,Bacteria,2,768649,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Thermosporotrichaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;388447;388448;768649
Candidatus Njordarchaeaceae,Archaea,2,3036987,cellular organisms;Archaea;Promethearchaeati;Candidatus Njordarchaeota;Candidatus Njordarchaeia;Candidatus Njordarchaeales;Candidatus Njordarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1935183;3036961;3036985;3036986;3036987
Thorselliaceae,Bacteria,2,1771359,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Thorselliaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;91347;1771359
Xylanivirgaceae,Bacteria,2,2712270,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Caldicoprobacterales;Xylanivirgaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3120405;2712270
Zhaonellaceae,Bacteria,1,2748673,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Moorellales (nom. illeg.);Zhaonellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3039167;2748673
Winmispiraceae,Bacteria,1,3409819,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Winmispirales;Winmispiraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;203691;203692;3409818;3409819
Wilmottiaceae,Bacteria,1,3079754,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Coleofasciculales;Wilmottiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3079753;3079754
Koleobacteraceae,Bacteria,1,2786988,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Koleobacterales;Koleobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;2786987;2786988
Candidatus Odinarchaeaceae,Archaea,1,3067285,cellular organisms;Archaea;Promethearchaeati;Candidatus Odinarchaeota;Candidatus Odinarchaeia;Candidatus Odinarchaeales;Candidatus Odinarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1935183;1936271;3067281;3067284;3067285
Candidatus Norongarragalinaceae,Archaea,1,2885745,cellular organisms;Archaea;Nanobdellati;Candidatus Micrarchaeota;Candidatus Micrarchaeia;Candidatus Norongarragalinales;Candidatus Norongarragalinaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783276;1801631;2885733;2885738;2885745
Elsteraceae,Bacteria,1,3120692,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Elsterales;Elsteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;3120417;3120692
Candidatus Naiadarchaeaceae,Archaea,1,2821826,cellular organisms;Archaea;Nanobdellati;Candidatus Undinarchaeota;Candidatus Undinarchaeia;Candidatus Naiadarchaeales;Candidatus Naiadarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783276;2821822;2821823;2821825;2821826
Candidatus Mycalebacteriaceae,Bacteria,1,3096666,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Candidatus Dadabacteria;Candidatus Nemesobacterales;Candidatus Mycalebacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;1752716;3096664;3096666
Candidatus Porifericomitaceae,Bacteria,1,3023556,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Candidatus Porifericomitales;Candidatus Porifericomitaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;3023555;3023556
Candidatus Nanohalalkaliarchaeaceae,Archaea,1,2987738,cellular organisms;Archaea;Nanobdellati;Candidatus Nanohalarchaeota;Candidatus Nanohalobia;Candidatus Nanohalobiales;Candidatus Nanohalalkaliarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783276;1462430;2856052;2856053;2987738
Reticulibacteraceae,Bacteria,1,2866727,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Reticulibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;388447;388448;2866727
Eubacteriales Family IV. Incertae Sedis,Bacteria,1,1689151,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales incertae sedis;Eubacteriales Family IV. Incertae Sedis,cellular root;domain;kingdom;phylum;class;order;no rank;family,131567;2;1783272;1239;186801;186802;538999;1689151
Candidatus Marisalimonadaceae,Bacteria,1,3377310,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Candidatus Puniceispirillales;Candidatus Marisalimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;3119832;3377310
Petrachlorosaceae,Bacteria,1,2918833,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Petrachlorosaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1890424;2918833
Roseiterribacteraceae,Bacteria,1,3410400,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Roseiterribacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204441;3410400
Fidelibacteraceae,Bacteria,1,3377527,cellular organisms;Bacteria;Pseudomonadati;FCB group;Fidelibacterota;Fidelibacteria;Fidelibacterales;Fidelibacteraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783270;62680;3377525;3377526;3377527
Sanyastnellaceae,Bacteria,1,3228945,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Sanyastnellaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;3228945
Salsipaludibacteraceae,Bacteria,1,2917697,cellular organisms;Bacteria;Bacillati;Actinomycetota;Nitriliruptoria;Salsipaludibacterales;Salsipaludibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;908620;2917696;2917697
Candidatus Tariuqbacteraceae,Bacteria,1,3075767,cellular organisms;Bacteria;Pseudomonadati;FCB group;Candidatus Electryoneota;Candidatus Tariuqbacteria;Candidatus Tariuqbacterales;Candidatus Tariuqbacteraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783270;3031806;3075765;3075766;3075767
Candidatus Subterrananammoxibiaceae,Bacteria,1,3063415,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Candidatus Brocadiia;Candidatus Brocadiales;Candidatus Subterrananammoxibiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;203682;2517206;1127829;3063415
Candidatus Subteraquimicrobiaceae,Bacteria,1,2900660,cellular organisms;Bacteria;Bacillati;Actinomycetota;Candidatus Aquicultoria;Candidatus Subteraquimicrobiales;Candidatus Subteraquimicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;2900646;2900652;2900660
Candidatus Sigynarchaeaceae,Archaea,1,3036981,cellular organisms;Archaea;Promethearchaeati;Candidatus Sigynarchaeota;Candidatus Sigynarchaeia;Candidatus Sigynarchaeales;Candidatus Sigynarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1935183;3036962;3036979;3036980;3036981
Candidatus Lernaellaceae,Bacteria,1,3039326,cellular organisms;Bacteria;Candidatus Lernaellota;Candidatus Lernaellaia;Candidatus Lernaellales;Candidatus Lernaellaceae,cellular root;domain;phylum;class;order;family,131567;2;3039322;3039323;3039324;3039326
Candidatus Hydrothermaceae,Bacteria,1,3123439,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Hydrothermota;Candidatus Hydrothermia;Candidatus Hydrothermales;Candidatus Hydrothermaceae,cellular root;domain;no rank;clade;phylum;class;order;family,131567;2;2323;1783234;1130266;3014277;3014278;3123439
Futianiaceae,Bacteria,1,3016347,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Futianiales;Futianiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;3016346;3016347
Desulfothermaceae,Bacteria,1,3064025,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfothermaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031449;213115;3064025
Fontisphaeraceae,Bacteria,1,3050006,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;Fontisphaeraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;74201;203494;134621;3050006
Candidatus Xenobiaceae,Bacteria,1,2829295,cellular organisms;Bacteria;Bacillati;Vulcanimicrobiota;Candidatus Xenobia;Candidatus Xenobiales;Candidatus Xenobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1154676;2829292;2829294;2829295
Candidatus Wukongarchaeaceae,Archaea,1,2798924,cellular organisms;Archaea;Promethearchaeati;Candidatus Wukongarchaeota;Candidatus Wukongarchaeia;Candidatus Wukongarchaeales;Candidatus Wukongarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1935183;2798905;2798912;2798918;2798924
