genus,census_otu_count,census_size_count,otu_percentage,size_percentage,gtdb_genome_count,gtdb_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,coverage_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status
JAGQNJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DUUL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DSAB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CATZDY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGVEG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALOTP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DSOS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAINXF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CASFCS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAIQGA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQTYU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHEGF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGOVB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQUNU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
BPUI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHRAH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CABMDW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANJTV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQSWC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABCZU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
B3-WOES,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Mcinerneyibacterium,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Kiritimatiella,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALORV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
X23,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAJRUZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGVWR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
EX4484-31,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALVJV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAKQNG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Xylanivirga,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CACPJY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
R3-B46,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAJXYS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALTFR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHFRR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANWWO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CASEAR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAAYXE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAADHG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Kastovskya,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHBXE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQTLJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANXBS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CABSKZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
629B-23,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
MGJZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DAOVTE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHIYL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUYKX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAMOSO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFAQB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GWC2-56-14,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAPUIM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANQNJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
WQXJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAAEEW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAKRVU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JADKJE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQXZK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
M50B91,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACPGS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALVIT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
AG-432-D11,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUQQI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DAOVFB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAOBWM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAAXGF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQIDA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACDDA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGWBJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFGRE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACQJO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACQQN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
2-02-FULL-67-20,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAIOOV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGOHU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
B28-G17,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAICSL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
EX4484-15,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
KBS50,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CATQHT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHJST01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DAIDKA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANXMO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACZSH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGVNP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABDBB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAISJW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
2-02-FULL-34-12,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACAEQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
SKLO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHFTY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANSYS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Vampirococcus,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAEZHW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFGTT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALOLG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANWWS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHDGC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAJRST01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALYVW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALBXV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFALX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAIXOZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACKNH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALEDJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
VBQI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
STC-54,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALUUN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAAYRG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALHEE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
21-14-all-36-13,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUWZL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACQFX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
LCPA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
M55B113,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACKEY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DULO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUSGO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GWA1-42-9,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAISVU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
PEYC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALHTG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
FEN-1346,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUIDY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Cochlodiniinecator,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAIRMJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABBNV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
FEN-1185,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABACC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAIVGO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQVKF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACOYM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALJEJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAKDMP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAISZG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Mesobacterium,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALKVW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
XYA2-FULL-39-19,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAKEIC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
4M-Z18,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
OACT-916,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACCVN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUVQW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAKPSH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAIBBQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAEZLU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAJFLX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFGQL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAJYJO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUSHJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALUUM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUPUJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHHGU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANWZQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABMRA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALHOX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAIBBI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGOUP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAPPIL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALNCU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALUUK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGDXO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAAYEM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGONZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Deferrimonas,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAEUSO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAKZIK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GCA-2706465,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
G958295645,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAEUWB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUWBF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHEME01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAURVT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAJBRS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACAFB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABHWJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CATQHH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAMBHM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUUYH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
NAT127,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
QS-1-68-17,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACDFU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALBPI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
B9-G16,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACQXS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
LNNU-3342,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAAAOG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACRMI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAIVHJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAOARU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQTNW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Desulfolucanica,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHEMY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQUQN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
J075,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DKR-5,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAOADC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQUUF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACCRK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
1-14-0-10-47-10,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GCA-020347585,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JADPRS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUYPJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAKLIF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAMCTH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Indioceanicola,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANQOQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
RGIG3394,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GCA-2699105,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Litorimicrobium,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAJQNK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABMNI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GCA-2746565,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGWHO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JADJBV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JADHLN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAKZLV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
SZAS-13,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
2-12-FULL-38-22,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFGNO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
VFJZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAKITS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANQHG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAKPFN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
RI-121,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACQOE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAAZDR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAITVM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABWCG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACROO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CACKMC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
WQTY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACCXR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAIXRA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALHPA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
PALSA-243,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DYQK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAPUIP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFIEP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGTRE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
SHYA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAISUQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALHVH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
