genus,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,taxid_matches,lineage_matches,total_matches,match_status,domain,coverage_percentage
Lacrimispora,0,0,0.0,0.0,104,18,40,0.0,0.02,38.46,,,0,0,0,0,ncbi_only,Bacteria,0.0
Halopseudomonas,0,0,0.0,0.0,103,24,64,0.0,0.03,62.14,,,0,0,0,0,ncbi_only,Bacteria,0.0
Lawsonibacter,0,0,0.0,0.0,102,10,12,0.0,0.01,11.76,,,0,0,0,0,ncbi_only,Bacteria,0.0
Paratractidigestivibacter,0,0,0.0,0.0,101,2,2,0.0,0.0,1.98,,,0,0,0,0,ncbi_only,Bacteria,0.0
Methanomethylophilus,0,0,0.0,0.0,98,5,45,0.0,0.01,45.92,,,0,0,0,0,ncbi_only,Archaea,0.0
Balneola,0,0,0.0,0.0,95,5,3,0.0,0.01,3.16,,,0,0,0,0,ncbi_only,Bacteria,0.0
Aestuariivirga,0,0,0.0,0.0,92,3,2,0.0,0.0,2.17,,,0,0,0,0,ncbi_only,Bacteria,0.0
Faecalimonas,0,0,0.0,0.0,89,3,16,0.0,0.0,17.98,,,0,0,0,0,ncbi_only,Bacteria,0.0
Shouchella,0,0,0.0,0.0,86,14,85,0.0,0.02,98.84,,,0,0,0,0,ncbi_only,Bacteria,0.0
Tritonibacter,0,0,0.0,0.0,86,8,73,0.0,0.01,84.88,,,0,0,0,0,ncbi_only,Bacteria,0.0
Rossellomorea,0,0,0.0,0.0,85,22,76,0.0,0.03,89.41,,,0,0,0,0,ncbi_only,Bacteria,0.0
Niallia,0,0,0.0,0.0,84,27,78,0.0,0.04,92.86,,,0,0,0,0,ncbi_only,Bacteria,0.0
Anaeromassilibacillus,0,0,0.0,0.0,83,12,11,0.0,0.02,13.25,,,0,0,0,0,ncbi_only,Bacteria,0.0
Alloalcanivorax,0,0,0.0,0.0,81,11,28,0.0,0.02,34.57,,,0,0,0,0,ncbi_only,Bacteria,0.0
Victivallis,0,0,0.0,0.0,81,6,6,0.0,0.01,7.41,,,0,0,0,0,ncbi_only,Bacteria,0.0
Ignavibacterium,0,0,0.0,0.0,79,3,1,0.0,0.0,1.27,,,0,0,0,0,ncbi_only,Bacteria,0.0
Ginsengibacter,0,0,0.0,0.0,79,3,1,0.0,0.0,1.27,,,0,0,0,0,ncbi_only,Bacteria,0.0
Trebonia,0,0,0.0,0.0,78,3,1,0.0,0.0,1.28,,,0,0,0,0,ncbi_only,Bacteria,0.0
Denitrificimonas,0,0,0.0,0.0,77,2,4,0.0,0.0,5.19,,,0,0,0,0,ncbi_only,Bacteria,0.0
Aquirufa,0,0,0.0,0.0,75,16,32,0.0,0.02,42.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Neglectibacter,0,0,0.0,0.0,73,9,12,0.0,0.01,16.44,,,0,0,0,0,ncbi_only,Bacteria,0.0
Flavipsychrobacter,0,0,0.0,0.0,72,3,1,0.0,0.0,1.39,,,0,0,0,0,ncbi_only,Bacteria,0.0
Eshraghiella,0,0,0.0,0.0,72,1,3,0.0,0.0,4.17,,,0,0,0,0,ncbi_only,Bacteria,0.0
Paenimyroides,0,0,0.0,0.0,72,7,7,0.0,0.01,9.72,,,0,0,0,0,ncbi_only,Bacteria,0.0
Ileibacterium,0,0,0.0,0.0,70,3,2,0.0,0.0,2.86,,,0,0,0,0,ncbi_only,Bacteria,0.0
Metabacillus,0,0,0.0,0.0,68,30,64,0.0,0.04,94.12,,,0,0,0,0,ncbi_only,Bacteria,0.0
Emergencia,0,0,0.0,0.0,66,5,11,0.0,0.01,16.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Alteriqipengyuania,0,0,0.0,0.0,66,6,8,0.0,0.01,12.12,,,0,0,0,0,ncbi_only,Bacteria,0.0
Parolsenella,0,0,0.0,0.0,63,4,8,0.0,0.01,12.7,,,0,0,0,0,ncbi_only,Bacteria,0.0
Ellagibacter,0,0,0.0,0.0,63,3,1,0.0,0.0,1.59,,,0,0,0,0,ncbi_only,Bacteria,0.0
Arachnia,0,0,0.0,0.0,62,5,16,0.0,0.01,25.81,,,0,0,0,0,ncbi_only,Bacteria,0.0
Paracidovorax,0,0,0.0,0.0,61,9,59,0.0,0.01,96.72,,,0,0,0,0,ncbi_only,Bacteria,0.0
Melioribacter,0,0,0.0,0.0,61,4,1,0.0,0.01,1.64,,,0,0,0,0,ncbi_only,Bacteria,0.0
Sangeribacter,0,0,0.0,0.0,61,2,2,0.0,0.0,3.28,,,0,0,0,0,ncbi_only,Bacteria,0.0
Chlorobium,0,0,0.0,0.0,59,11,12,0.0,0.02,20.34,,,0,0,0,0,ncbi_only,Bacteria,0.0
Zestosphaera,0,0,0.0,0.0,57,2,0,0.0,0.0,0.0,,,0,0,0,0,ncbi_only,Archaea,0.0
Vulcanococcus,0,0,0.0,0.0,55,20,4,0.0,0.03,7.27,,,0,0,0,0,ncbi_only,Bacteria,0.0
Usitatibacter,0,0,0.0,0.0,55,3,2,0.0,0.0,3.64,,,0,0,0,0,ncbi_only,Bacteria,0.0
Metapseudomonas,0,0,0.0,0.0,54,5,54,0.0,0.01,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Hallerella,0,0,0.0,0.0,53,3,2,0.0,0.0,3.77,,,0,0,0,0,ncbi_only,Bacteria,0.0
Pararhodobacter,0,0,0.0,0.0,52,7,8,0.0,0.01,15.38,,,0,0,0,0,ncbi_only,Bacteria,0.0
Vescimonas,0,0,0.0,0.0,51,4,3,0.0,0.01,5.88,,,0,0,0,0,ncbi_only,Bacteria,0.0
Mediterranea,0,0,0.0,0.0,49,5,7,0.0,0.01,14.29,,,0,0,0,0,ncbi_only,Bacteria,0.0
Brevefilum,0,0,0.0,0.0,49,3,1,0.0,0.0,2.04,,,0,0,0,0,ncbi_only,Bacteria,0.0
Marinosulfonomonas,0,0,0.0,0.0,48,3,1,0.0,0.0,2.08,,,0,0,0,0,ncbi_only,Bacteria,0.0
Mariniblastus,0,0,0.0,0.0,48,2,25,0.0,0.0,52.08,,,0,0,0,0,ncbi_only,Bacteria,0.0
Epilithonimonas,0,0,0.0,0.0,47,18,27,0.0,0.02,57.45,,,0,0,0,0,ncbi_only,Bacteria,0.0
Oliverpabstia,0,0,0.0,0.0,47,3,12,0.0,0.0,25.53,,,0,0,0,0,ncbi_only,Bacteria,0.0
Lancefieldella,0,0,0.0,0.0,46,4,5,0.0,0.01,10.87,,,0,0,0,0,ncbi_only,Bacteria,0.0
Cypionkella,0,0,0.0,0.0,44,5,5,0.0,0.01,11.36,,,0,0,0,0,ncbi_only,Bacteria,0.0
Massilimicrobiota,0,0,0.0,0.0,43,9,11,0.0,0.01,25.58,,,0,0,0,0,ncbi_only,Bacteria,0.0
Mesobacillus,0,0,0.0,0.0,43,17,39,0.0,0.02,90.7,,,0,0,0,0,ncbi_only,Bacteria,0.0
Pseudoduganella,0,0,0.0,0.0,43,24,34,0.0,0.03,79.07,,,0,0,0,0,ncbi_only,Bacteria,0.0
Nostocoides,0,0,0.0,0.0,42,10,8,0.0,0.01,19.05,,,0,0,0,0,ncbi_only,Bacteria,0.0
Litorivicinus,0,0,0.0,0.0,41,3,18,0.0,0.0,43.9,,,0,0,0,0,ncbi_only,Bacteria,0.0
Actinacidiphila,0,0,0.0,0.0,41,18,40,0.0,0.02,97.56,,,0,0,0,0,ncbi_only,Bacteria,0.0
Terricaulis,0,0,0.0,0.0,40,3,1,0.0,0.0,2.5,,,0,0,0,0,ncbi_only,Bacteria,0.0
Limnospira,0,0,0.0,0.0,40,32,6,0.0,0.04,15.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Daejeonella,0,0,0.0,0.0,39,6,6,0.0,0.01,15.38,,,0,0,0,0,ncbi_only,Bacteria,0.0
Ponticoccus,0,0,0.0,0.0,39,39,37,0.0,0.05,94.87,,,0,0,0,0,ncbi_only,Bacteria,0.0
Gallintestinimicrobium,0,0,0.0,0.0,39,2,4,0.0,0.0,10.26,,,0,0,0,0,ncbi_only,Bacteria,0.0
Butyribacter,0,0,0.0,0.0,38,2,4,0.0,0.0,10.53,,,0,0,0,0,ncbi_only,Bacteria,0.0
Rhodoglobus,0,0,0.0,0.0,36,5,4,0.0,0.01,11.11,,,0,0,0,0,ncbi_only,Bacteria,0.0
Hallella,0,0,0.0,0.0,35,8,11,0.0,0.01,31.43,,,0,0,0,0,ncbi_only,Bacteria,0.0
Aquipseudomonas,0,0,0.0,0.0,35,4,29,0.0,0.01,82.86,,,0,0,0,0,ncbi_only,Bacteria,0.0
Furfurilactobacillus,0,0,0.0,0.0,34,7,21,0.0,0.01,61.76,,,0,0,0,0,ncbi_only,Bacteria,0.0
Pseudolysinimonas,0,0,0.0,0.0,34,3,3,0.0,0.0,8.82,,,0,0,0,0,ncbi_only,Bacteria,0.0
Trinickia,0,0,0.0,0.0,34,14,26,0.0,0.02,76.47,,,0,0,0,0,ncbi_only,Bacteria,0.0
Moellerella,0,0,0.0,0.0,32,2,31,0.0,0.0,96.88,,,0,0,0,0,ncbi_only,Bacteria,0.0
Ghiorsea,0,0,0.0,0.0,32,2,1,0.0,0.0,3.12,,,0,0,0,0,ncbi_only,Bacteria,0.0
Billgrantia,0,0,0.0,0.0,31,18,27,0.0,0.02,87.1,,,0,0,0,0,ncbi_only,Bacteria,0.0
Rhodohalobacter,0,0,0.0,0.0,30,9,9,0.0,0.01,30.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Bariatricus,0,0,0.0,0.0,30,5,8,0.0,0.01,26.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Moorena,0,0,0.0,0.0,30,27,5,0.0,0.04,16.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Alkalihalobacillus,0,0,0.0,0.0,30,20,28,0.0,0.03,93.33,,,0,0,0,0,ncbi_only,Bacteria,0.0
Sutcliffiella,0,0,0.0,0.0,28,10,28,0.0,0.01,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Mesosutterella,0,0,0.0,0.0,28,4,4,0.0,0.01,14.29,,,0,0,0,0,ncbi_only,Bacteria,0.0
Paractinoplanes,0,0,0.0,0.0,28,19,28,0.0,0.03,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Siminovitchia,0,0,0.0,0.0,28,10,26,0.0,0.01,92.86,,,0,0,0,0,ncbi_only,Bacteria,0.0
Okeania,0,0,0.0,0.0,28,25,5,0.0,0.03,17.86,,,0,0,0,0,ncbi_only,Bacteria,0.0
Croceibacterium,0,0,0.0,0.0,27,10,11,0.0,0.01,40.74,,,0,0,0,0,ncbi_only,Bacteria,0.0
Novacetimonas,0,0,0.0,0.0,27,5,23,0.0,0.01,85.19,,,0,0,0,0,ncbi_only,Bacteria,0.0
Fannyhessea,0,0,0.0,0.0,26,1,14,0.0,0.0,53.85,,,0,0,0,0,ncbi_only,Bacteria,0.0
Pseudoruminococcus,0,0,0.0,0.0,26,3,2,0.0,0.0,7.69,,,0,0,0,0,ncbi_only,Bacteria,0.0
Geomonas,0,0,0.0,0.0,26,20,21,0.0,0.03,80.77,,,0,0,0,0,ncbi_only,Bacteria,0.0
Pontiella,0,0,0.0,0.0,26,4,3,0.0,0.01,11.54,,,0,0,0,0,ncbi_only,Bacteria,0.0
Gracilimonas,0,0,0.0,0.0,26,9,7,0.0,0.01,26.92,,,0,0,0,0,ncbi_only,Bacteria,0.0
Halalkalibacter,0,0,0.0,0.0,26,16,24,0.0,0.02,92.31,,,0,0,0,0,ncbi_only,Bacteria,0.0
Maribellus,0,0,0.0,0.0,25,8,8,0.0,0.01,32.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Neolewinella,0,0,0.0,0.0,25,11,12,0.0,0.02,48.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Aurantiacibacter,0,0,0.0,0.0,25,20,25,0.0,0.03,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Parafannyhessea,0,0,0.0,0.0,25,2,9,0.0,0.0,36.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Caldifermentibacillus,0,0,0.0,0.0,25,1,25,0.0,0.0,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Lichenihabitans,0,0,0.0,0.0,25,5,4,0.0,0.01,16.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Absicoccus,0,0,0.0,0.0,25,4,2,0.0,0.01,8.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Fodinibius,0,0,0.0,0.0,25,12,11,0.0,0.02,44.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Trichocoleus,0,0,0.0,0.0,25,20,21,0.0,0.03,84.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Wujia,0,0,0.0,0.0,25,2,1,0.0,0.0,4.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Aromatoleum,0,0,0.0,0.0,25,12,18,0.0,0.02,72.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Fuerstiella,0,0,0.0,0.0,25,2,1,0.0,0.0,4.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Merdimonas,0,0,0.0,0.0,24,2,3,0.0,0.0,12.5,,,0,0,0,0,ncbi_only,Bacteria,0.0
Maridesulfovibrio,0,0,0.0,0.0,24,7,7,0.0,0.01,29.17,,,0,0,0,0,ncbi_only,Bacteria,0.0
Picosynechococcus,0,0,0.0,0.0,24,12,24,0.0,0.02,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Schinkia,0,0,0.0,0.0,24,1,24,0.0,0.0,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Amedibacillus,0,0,0.0,0.0,24,3,13,0.0,0.0,54.17,,,0,0,0,0,ncbi_only,Bacteria,0.0
Baekduia,0,0,0.0,0.0,23,3,2,0.0,0.0,8.7,,,0,0,0,0,ncbi_only,Bacteria,0.0
Chakrabartia,0,0,0.0,0.0,23,3,2,0.0,0.0,8.7,,,0,0,0,0,ncbi_only,Bacteria,0.0
Patiriisocius,0,0,0.0,0.0,23,6,6,0.0,0.01,26.09,,,0,0,0,0,ncbi_only,Bacteria,0.0
Lederbergia,0,0,0.0,0.0,22,10,22,0.0,0.01,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Drancourtella,0,0,0.0,0.0,22,8,7,0.0,0.01,31.82,,,0,0,0,0,ncbi_only,Bacteria,0.0
Marisediminitalea,0,0,0.0,0.0,22,2,2,0.0,0.0,9.09,,,0,0,0,0,ncbi_only,Bacteria,0.0
Halalkalibacterium (ex Joshi et al. 2022),0,0,0.0,0.0,22,2,22,0.0,0.0,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Caecibacter,0,0,0.0,0.0,22,5,4,0.0,0.01,18.18,,,0,0,0,0,ncbi_only,Bacteria,0.0
Terrimesophilobacter,0,0,0.0,0.0,22,2,3,0.0,0.0,13.64,,,0,0,0,0,ncbi_only,Bacteria,0.0
Ancrocorticia,0,0,0.0,0.0,22,3,1,0.0,0.0,4.55,,,0,0,0,0,ncbi_only,Bacteria,0.0
Rubrivirga,0,0,0.0,0.0,22,8,6,0.0,0.01,27.27,,,0,0,0,0,ncbi_only,Bacteria,0.0
Gottfriedia,0,0,0.0,0.0,21,9,21,0.0,0.01,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Labilibaculum,0,0,0.0,0.0,21,6,8,0.0,0.01,38.1,,,0,0,0,0,ncbi_only,Bacteria,0.0
Hominilimicola,0,0,0.0,0.0,20,2,2,0.0,0.0,10.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Scandinavium,0,0,0.0,0.0,20,9,17,0.0,0.01,85.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Congzhengia,0,0,0.0,0.0,20,2,1,0.0,0.0,5.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Salinivenus,0,0,0.0,0.0,20,4,2,0.0,0.01,10.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Cognaticolwellia,0,0,0.0,0.0,20,5,5,0.0,0.01,25.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Hanamia,0,0,0.0,0.0,20,2,1,0.0,0.0,5.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Lacisediminihabitans,0,0,0.0,0.0,19,4,3,0.0,0.01,15.79,,,0,0,0,0,ncbi_only,Bacteria,0.0
Pseudalkalibacillus,0,0,0.0,0.0,19,10,19,0.0,0.01,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Mycetohabitans,0,0,0.0,0.0,19,10,19,0.0,0.01,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Pseudobdellovibrio,0,0,0.0,0.0,19,3,3,0.0,0.0,15.79,,,0,0,0,0,ncbi_only,Bacteria,0.0
Ructibacterium,0,0,0.0,0.0,19,3,1,0.0,0.0,5.26,,,0,0,0,0,ncbi_only,Bacteria,0.0
Peptacetobacter,0,0,0.0,0.0,18,5,7,0.0,0.01,38.89,,,0,0,0,0,ncbi_only,Bacteria,0.0
Agriterribacter,0,0,0.0,0.0,18,2,1,0.0,0.0,5.56,,,0,0,0,0,ncbi_only,Bacteria,0.0
Ectobacillus,0,0,0.0,0.0,18,8,14,0.0,0.01,77.78,,,0,0,0,0,ncbi_only,Bacteria,0.0
Tsuneonella,0,0,0.0,0.0,18,12,13,0.0,0.02,72.22,,,0,0,0,0,ncbi_only,Bacteria,0.0
Robertmurraya,0,0,0.0,0.0,18,14,16,0.0,0.02,88.89,,,0,0,0,0,ncbi_only,Bacteria,0.0
Parasynechococcus,0,0,0.0,0.0,18,2,1,0.0,0.0,5.56,,,0,0,0,0,ncbi_only,Bacteria,0.0
Desulfamplus,0,0,0.0,0.0,18,2,0,0.0,0.0,0.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Oleiharenicola,0,0,0.0,0.0,18,4,2,0.0,0.01,11.11,,,0,0,0,0,ncbi_only,Bacteria,0.0
Fluoribacter,0,0,0.0,0.0,18,2,18,0.0,0.0,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Falsiroseomonas,0,0,0.0,0.0,17,11,12,0.0,0.02,70.59,,,0,0,0,0,ncbi_only,Bacteria,0.0
Anoxybacteroides,0,0,0.0,0.0,17,4,17,0.0,0.01,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Nitratidesulfovibrio,0,0,0.0,0.0,17,8,12,0.0,0.01,70.59,,,0,0,0,0,ncbi_only,Bacteria,0.0
Acetofilamentum,0,0,0.0,0.0,17,1,0,0.0,0.0,0.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Sakamotonia,0,0,0.0,0.0,17,4,2,0.0,0.01,11.76,,,0,0,0,0,ncbi_only,Bacteria,0.0
Arsukibacterium,0,0,0.0,0.0,17,11,5,0.0,0.02,29.41,,,0,0,0,0,ncbi_only,Bacteria,0.0
Alteraurantiacibacter,0,0,0.0,0.0,17,5,4,0.0,0.01,23.53,,,0,0,0,0,ncbi_only,Bacteria,0.0
Frigidibacter,0,0,0.0,0.0,16,10,12,0.0,0.01,75.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Phytopseudomonas,0,0,0.0,0.0,16,7,16,0.0,0.01,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Umezakia,0,0,0.0,0.0,16,1,16,0.0,0.0,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Gudongella,0,0,0.0,0.0,16,5,3,0.0,0.01,18.75,,,0,0,0,0,ncbi_only,Bacteria,0.0
Thermophilibacter,0,0,0.0,0.0,16,6,6,0.0,0.01,37.5,,,0,0,0,0,ncbi_only,Bacteria,0.0
Lentihominibacter,0,0,0.0,0.0,16,3,2,0.0,0.0,12.5,,,0,0,0,0,ncbi_only,Bacteria,0.0
Casimicrobium,0,0,0.0,0.0,15,2,1,0.0,0.0,6.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Solidesulfovibrio,0,0,0.0,0.0,15,8,6,0.0,0.01,40.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Tenuifilum,0,0,0.0,0.0,15,3,2,0.0,0.0,13.33,,,0,0,0,0,ncbi_only,Bacteria,0.0
Quisquiliibacterium,0,0,0.0,0.0,15,2,2,0.0,0.0,13.33,,,0,0,0,0,ncbi_only,Bacteria,0.0
Croceivirga,0,0,0.0,0.0,15,6,6,0.0,0.01,40.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Pontixanthobacter,0,0,0.0,0.0,15,7,9,0.0,0.01,60.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Mariniplasma,0,0,0.0,0.0,15,2,1,0.0,0.0,6.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Sporofaciens,0,0,0.0,0.0,15,2,2,0.0,0.0,13.33,,,0,0,0,0,ncbi_only,Bacteria,0.0
Lapidilactobacillus,0,0,0.0,0.0,15,8,14,0.0,0.01,93.33,,,0,0,0,0,ncbi_only,Bacteria,0.0
Aedoeadaptatus,0,0,0.0,0.0,15,7,10,0.0,0.01,66.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Exercitatus,0,0,0.0,0.0,15,1,15,0.0,0.0,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Glaciihabitans,0,0,0.0,0.0,15,7,6,0.0,0.01,40.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Chlorobaculum,0,0,0.0,0.0,15,7,6,0.0,0.01,40.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Rariglobus,0,0,0.0,0.0,15,2,2,0.0,0.0,13.33,,,0,0,0,0,ncbi_only,Bacteria,0.0
Paenacidovorax,0,0,0.0,0.0,15,3,3,0.0,0.0,20.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Pimelobacter,0,0,0.0,0.0,15,3,13,0.0,0.0,86.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Minwuia,0,0,0.0,0.0,14,6,6,0.0,0.01,42.86,,,0,0,0,0,ncbi_only,Bacteria,0.0
Bremerella,0,0,0.0,0.0,14,8,11,0.0,0.01,78.57,,,0,0,0,0,ncbi_only,Bacteria,0.0
Culturomica,0,0,0.0,0.0,14,3,2,0.0,0.0,14.29,,,0,0,0,0,ncbi_only,Bacteria,0.0
Rhodosalinus,0,0,0.0,0.0,14,6,5,0.0,0.01,35.71,,,0,0,0,0,ncbi_only,Bacteria,0.0
Desulforamulus,0,0,0.0,0.0,14,8,11,0.0,0.01,78.57,,,0,0,0,0,ncbi_only,Bacteria,0.0
Traorella,0,0,0.0,0.0,14,2,1,0.0,0.0,7.14,,,0,0,0,0,ncbi_only,Bacteria,0.0
Jutongia,0,0,0.0,0.0,14,4,2,0.0,0.01,14.29,,,0,0,0,0,ncbi_only,Bacteria,0.0
Heliomicrobium,0,0,0.0,0.0,14,5,4,0.0,0.01,28.57,,,0,0,0,0,ncbi_only,Bacteria,0.0
Novilysobacter,0,0,0.0,0.0,13,10,11,0.0,0.01,84.62,,,0,0,0,0,ncbi_only,Bacteria,0.0
Pilosibacter,0,0,0.0,0.0,13,3,2,0.0,0.0,15.38,,,0,0,0,0,ncbi_only,Bacteria,0.0
Muricomes,0,0,0.0,0.0,13,3,2,0.0,0.0,15.38,,,0,0,0,0,ncbi_only,Bacteria,0.0
Neoroseomonas,0,0,0.0,0.0,13,10,12,0.0,0.01,92.31,,,0,0,0,0,ncbi_only,Bacteria,0.0
Fredinandcohnia,0,0,0.0,0.0,13,9,10,0.0,0.01,76.92,,,0,0,0,0,ncbi_only,Bacteria,0.0
Urechidicola,0,0,0.0,0.0,13,3,2,0.0,0.0,15.38,,,0,0,0,0,ncbi_only,Bacteria,0.0
Fluviibacter,0,0,0.0,0.0,13,2,3,0.0,0.0,23.08,,,0,0,0,0,ncbi_only,Bacteria,0.0
Hominisplanchenecus,0,0,0.0,0.0,13,3,4,0.0,0.0,30.77,,,0,0,0,0,ncbi_only,Bacteria,0.0
Dakarella,0,0,0.0,0.0,13,2,2,0.0,0.0,15.38,,,0,0,0,0,ncbi_only,Bacteria,0.0
Protofrankia,0,0,0.0,0.0,13,6,13,0.0,0.01,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Aquidulcibacter,0,0,0.0,0.0,13,2,2,0.0,0.0,15.38,,,0,0,0,0,ncbi_only,Bacteria,0.0
Limnoglobus,0,0,0.0,0.0,13,2,1,0.0,0.0,7.69,,,0,0,0,0,ncbi_only,Bacteria,0.0
Faecalispora,0,0,0.0,0.0,13,3,7,0.0,0.0,53.85,,,0,0,0,0,ncbi_only,Bacteria,0.0
Ventrimonas,0,0,0.0,0.0,13,4,2,0.0,0.01,15.38,,,0,0,0,0,ncbi_only,Bacteria,0.0
Stygiobacter,0,0,0.0,0.0,13,9,1,0.0,0.01,7.69,,,0,0,0,0,ncbi_only,Bacteria,0.0
Galactobacillus,0,0,0.0,0.0,13,2,1,0.0,0.0,7.69,,,0,0,0,0,ncbi_only,Bacteria,0.0
Longibaculum,0,0,0.0,0.0,13,3,7,0.0,0.0,53.85,,,0,0,0,0,ncbi_only,Bacteria,0.0
Simkania,0,0,0.0,0.0,12,2,2,0.0,0.0,16.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Symbiopectobacterium,0,0,0.0,0.0,12,12,7,0.0,0.02,58.33,,,0,0,0,0,ncbi_only,Bacteria,0.0
Flintibacter,0,0,0.0,0.0,12,7,6,0.0,0.01,50.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Thiolinea,0,0,0.0,0.0,12,2,1,0.0,0.0,8.33,,,0,0,0,0,ncbi_only,Bacteria,0.0
Phaeovulum,0,0,0.0,0.0,12,4,6,0.0,0.01,50.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Evansella,0,0,0.0,0.0,12,10,12,0.0,0.01,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Caenibius,0,0,0.0,0.0,12,4,3,0.0,0.01,25.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Stieleria,0,0,0.0,0.0,12,11,10,0.0,0.02,83.33,,,0,0,0,0,ncbi_only,Bacteria,0.0
Chryseotalea,0,0,0.0,0.0,12,3,1,0.0,0.0,8.33,,,0,0,0,0,ncbi_only,Bacteria,0.0
Chryseosolibacter,0,0,0.0,0.0,12,3,2,0.0,0.0,16.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Solwaraspora,0,0,0.0,0.0,12,12,12,0.0,0.02,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Edaphocola,0,0,0.0,0.0,12,4,2,0.0,0.01,16.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Streptantibioticus,0,0,0.0,0.0,12,6,11,0.0,0.01,91.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Atribacter,0,0,0.0,0.0,12,6,1,0.0,0.01,8.33,,,0,0,0,0,ncbi_only,Bacteria,0.0
Pseudotabrizicola,0,0,0.0,0.0,12,7,6,0.0,0.01,50.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Serpentinimonas,0,0,0.0,0.0,12,5,4,0.0,0.01,33.33,,,0,0,0,0,ncbi_only,Bacteria,0.0
Thermostichus,0,0,0.0,0.0,12,11,2,0.0,0.02,16.67,,,0,0,0,0,ncbi_only,Bacteria,0.0
Beduini,0,0,0.0,0.0,12,3,3,0.0,0.0,25.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Parafrankia,0,0,0.0,0.0,12,11,12,0.0,0.02,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
Alkalihalophilus,0,0,0.0,0.0,12,4,12,0.0,0.01,100.0,,,0,0,0,0,ncbi_only,Bacteria,0.0
